









Frequency of observations in the selected location(s).:
Number of taxa: 	476

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Lark Bunting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Tree Sparrow	0.1294087	0.1244617	0.1482636	0.1362185	0.1299709	0.1357766	0.1318546	0.1176969	0.1081288	0.0981903	0.1034374	0.0981033	0.0942448	0.0758082	0.0522461	0.0159534	0.0012164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014757	0.0297269	0.0562709	0.0801131	0.1155399	0.113836	0.1084611	0.131184	0.1288867	0.1448413	
Spizella sp./American Tree Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.154E-4	0.0	0.0	0.0	2.441E-4	1.534E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.769E-4	4.713E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Fox Sparrow	5.187E-4	4.307E-4	0.0022262	0.0010642	0.0014549	3.49E-4	2.054E-4	0.0016935	7.669E-4	6.702E-4	0.0072532	0.0196207	0.0371953	0.0584169	0.0563965	0.0248504	0.0031929	1.506E-4	3.999E-4	3.858E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021088	0.0082844	0.0152484	0.026616	0.0319504	0.0221489	0.0257316	0.0080527	0.0051107	0.0027793	0.003009	0.002551	
Dark-eyed Junco	0.3775934	0.3652024	0.3913624	0.3838241	0.3690592	0.452356	0.4976381	0.3319221	0.3201687	0.3113271	0.3046358	0.3658164	0.4083941	0.4292085	0.3930664	0.2709004	0.1252851	0.0847892	0.075185	0.0852623	0.0909091	0.110099	0.1079639	0.092401	0.0859688	0.0815678	0.080303	0.062979	0.05978	0.0514423	0.0565321	0.0398895	0.0347689	0.0407364	0.036647	0.0720598	0.1404471	0.2333448	0.3212002	0.3802281	0.3891273	0.4024505	0.4106963	0.3653001	0.4139693	0.4135631	0.4132397	0.3767007	
White-crowned Sparrow	7.78E-4	4.307E-4	0.0013357	3.547E-4	9.699E-4	0.0024433	0.0039022	4.234E-4	7.669E-4	6.702E-4	0.0040997	0.001308	0.0047751	0.0078038	0.0107422	0.0463261	0.1988749	0.2052711	0.0955809	0.0071373	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.425E-4	0.0183549	0.0662168	0.1070072	0.1052632	0.0497753	0.0133524	0.0080113	0.0030272	0.0047584	0.0028393	0.0016676	0.0035105	0.0022676	
Harris's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-throated Sparrow	0.0946577	0.0848407	0.0823687	0.0886839	0.0921435	0.0719023	0.0659273	0.0647756	0.0667178	0.0469169	0.0545569	0.0503597	0.0633325	0.0943144	0.2182617	0.3917779	0.4286149	0.2822289	0.0965807	0.0138889	0.0011177	7.921E-4	8.21E-4	0.0017838	8.909E-4	5.297E-4	5.051E-4	0.0	0.0023912	0.0	9.501E-4	0.0	0.0063216	0.0184097	0.1057287	0.2562882	0.3728385	0.3769417	0.3443187	0.295541	0.1831187	0.1489161	0.1326942	0.0841874	0.0829074	0.0889383	0.0757272	0.0929705	
Vesper Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18E-4	0.0060317	0.0102564	0.0083008	0.0044485	0.0022807	0.0012048	2.0E-4	0.0011574	0.0029806	0.0027723	0.001642	0.0010703	0.0013363	0.001589	0.0010101	3.332E-4	9.565E-4	9.615E-4	4.751E-4	0.0015	0.0015	0.0	8.425E-4	6.798E-4	8.435E-4	3.452E-4	0.0015	0.0	9.537E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nelson's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013596	0.0042176	6.904E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ammospiza sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.919E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Savannah Sparrow	0.0	4.307E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.307E-4	8.72E-4	0.012566	0.0269788	0.0227051	0.0273048	0.026912	0.0221386	0.0267946	0.0322145	0.033532	0.0380198	0.0328407	0.0321085	0.0396437	0.0291314	0.019697	0.011996	0.010043	0.0086538	0.0099762	0.0125805	0.0169893	0.0172346	0.0227464	0.0149558	0.0109658	0.0155333	0.0073783	0.0027653	0.0	0.0014138	0.0020182	3.66E-4	0.0011357	0.0015	0.0	0.0	
Henslow's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-4	0.0	4.602E-4	3.041E-4	4.518E-4	5.999E-4	0.0011574	0.0018629	0.0019802	0.0012315	7.135E-4	0.0013363	0.0010593	0.0020202	0.0019993	0.0014347	4.808E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Song Sparrow	0.0710581	0.0577089	0.0685663	0.0560482	0.0499515	0.052356	0.0480591	0.0668925	0.1211656	0.2342493	0.4093346	0.5243078	0.5913546	0.593534	0.5769043	0.5806105	0.5969287	0.5951807	0.6074785	0.574267	0.5633383	0.6019802	0.5841544	0.5536925	0.555902	0.5889831	0.5621212	0.5544818	0.5045433	0.4298077	0.3928741	0.3722001	0.3595417	0.3403839	0.3605729	0.3878314	0.4116407	0.3914394	0.3526808	0.2509506	0.1444921	0.1182846	0.1104945	0.0761347	0.0709824	0.0789327	0.0712136	0.074263	
Lincoln's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.154E-4	0.0	0.0	0.0	0.0	0.0029146	0.0171811	0.0436747	0.0335933	0.0040509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019755	0.0062671	0.016428	0.03569	0.0341628	0.0196755	0.0118052	0.0048393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swamp Sparrow	0.0085581	0.0021533	0.0035619	0.0017737	0.0019399	0.0020942	0.0014377	8.467E-4	7.669E-4	0.0036863	0.0066225	0.0115544	0.0407137	0.0787068	0.105957	0.1392852	0.1263494	0.1067771	0.09998	0.0866127	0.0853204	0.0918812	0.0816913	0.0874064	0.0868597	0.0942797	0.0878788	0.0753082	0.0746055	0.0677885	0.0422803	0.0481743	0.0596602	0.0587544	0.0884583	0.1080897	0.122733	0.1221954	0.1013281	0.0615278	0.0329041	0.0259189	0.0247225	0.0150073	0.0136286	0.0172318	0.005015	0.0090703	
Lincoln's/Swamp Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212E-4	3.399E-4	0.0	6.904E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Towhee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.045E-4	0.0	0.0	0.0	0.0	0.0	
Eastern Towhee	0.0012967	4.307E-4	0.0015	0.0010642	0.0	3.49E-4	8.215E-4	4.234E-4	0.0	0.0013405	0.004415	0.0082843	0.024378	0.0546265	0.0996094	0.1152017	0.1029345	0.0644578	0.0541892	0.0516975	0.0439642	0.0530693	0.0480296	0.0485194	0.0436526	0.0519068	0.0449495	0.044985	0.0454328	0.0278846	0.0218527	0.0217858	0.0161991	0.0156678	0.0181129	0.0237933	0.0371151	0.041077	0.0329562	0.0210854	0.0066762	0.0047125	0.0040363	7.321E-4	0.0	5.559E-4	0.0015	0.0039683	
new world sparrow sp.	0.0012967	0.0021533	0.0026714	0.0014189	0.0024248	0.0076789	0.0063668	0.0042337	0.0015337	0.0023458	0.0025229	0.0026161	0.0022619	0.0046823	0.003418	0.0018408	7.602E-4	0.001506	0.0023995	0.0028935	0.0014903	0.0019802	0.0024631	7.135E-4	4.454E-4	0.0	0.0010101	9.997E-4	0.0014347	0.0014423	0.0023753	0.0024547	0.003951	0.0074422	0.0122157	0.0125765	0.0113876	0.0127718	0.012789	0.0058763	0.0081068	0.0061263	0.0060545	0.0054905	0.0022714	0.0027793	0.003009	0.0034014	
Yellow-breasted Chat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.999E-4	0.0	3.726E-4	0.0	0.0	3.568E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.212E-4	3.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Yellow-headed Blackbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-4	0.0	0.0064427	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bobolink	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.67E-4	0.0173331	0.025	0.0371926	0.0491898	0.0484352	0.0574257	0.0632184	0.0306814	0.0262806	0.0227754	0.0141414	0.0083306	0.0071736	0.0091346	0.0085511	0.0079779	0.0063216	0.0019585	4.212E-4	6.798E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Meadowlark	2.593E-4	4.307E-4	0.0017809	0.0010642	4.85E-4	6.981E-4	0.0	0.0	0.0015337	0.0070375	0.016714	0.0235448	0.0233727	0.0301003	0.0332031	0.0263844	0.0298008	0.0254518	0.0291942	0.0393519	0.0447094	0.0475248	0.0566502	0.0410275	0.0423163	0.0254237	0.0232323	0.0156614	0.0129125	0.0067308	0.0061758	0.003989	0.0031608	0.0023502	0.0042123	0.0067981	0.008857	0.0103555	0.0068864	0.003111	0.0033381	0.0028275	0.0	3.66E-4	0.0015	0.0	0.0015	2.834E-4	
Western/Eastern Meadowlark	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Orchard Oriole	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.602E-4	0.0138361	0.0162651	0.009998	0.0081019	0.0048435	0.0027723	0.0057471	0.0032108	0.0093541	5.297E-4	0.0015152	0.0026658	4.782E-4	9.615E-4	4.751E-4	6.137E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Baltimore Oriole	0.0	0.0	0.0	0.0	0.0	0.0010471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.459E-4	9.766E-4	0.0506213	0.3586742	0.5545181	0.570086	0.4442515	0.3617735	0.3976238	0.3526273	0.2821976	0.2512249	0.1917373	0.1373737	0.1326225	0.1472979	0.1875	0.223753	0.1690703	0.0561043	0.0199765	0.0063184	0.0010197	4.218E-4	3.452E-4	0.0015	6.913E-4	0.0023844	4.713E-4	0.0015	3.66E-4	5.679E-4	0.0015	0.0015	0.0	
Red-winged Blackbird	0.0264523	0.0241171	0.0235975	0.0251862	0.0300679	0.0279232	0.069008	0.1947502	0.381135	0.4661528	0.5597603	0.5646392	0.584569	0.6205128	0.6369629	0.7065501	0.7016877	0.7001506	0.6930614	0.6658951	0.6538748	0.6530693	0.6412151	0.578309	0.5563474	0.5598517	0.4853535	0.4411863	0.3648972	0.2870192	0.2175772	0.1795029	0.1505334	0.119859	0.1090986	0.1244052	0.1737663	0.2326545	0.2149533	0.2084342	0.1421078	0.0895382	0.0509586	0.0270864	0.0238501	0.0277932	0.0250752	0.0229592	
Brown-headed Cowbird	0.003112	0.0068906	0.0102404	0.0074495	0.0096993	0.0094241	0.0119121	0.0135478	0.021089	0.0315013	0.0501419	0.1048616	0.1884896	0.2715719	0.3039551	0.3629391	0.3705337	0.3486446	0.3473305	0.308642	0.2600596	0.2621782	0.2655993	0.2390296	0.2106904	0.190678	0.1257576	0.0753082	0.0631277	0.0519231	0.0570071	0.0374348	0.0221256	0.0215433	0.016428	0.0203943	0.0181358	0.0231274	0.0157403	0.0145178	0.0076299	0.005655	0.0050454	0.0032943	0.00795	0.0077821	0.0055165	0.0073696	
Rusty Blackbird	0.0041494	0.0055986	0.0048976	0.0035474	0.0024248	0.0038394	0.0022592	0.003387	0.0107362	0.011059	0.013245	0.0215827	0.0291531	0.0416945	0.0461426	0.0438718	0.0272161	0.0146084	0.0031994	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.917E-4	0.0046335	0.0118967	0.0126529	0.0203659	0.0172159	0.0217767	0.0085837	0.0122526	0.0131181	0.0018302	0.0011357	0.0016676	0.002006	0.002551	
Brewer's Blackbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	2.23E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Grackle	0.002334	0.0068906	0.0017809	0.0042568	0.0043647	0.0069808	0.0256726	0.0605419	0.1809816	0.2684316	0.3412173	0.3509919	0.368183	0.380379	0.4091797	0.4663292	0.5028128	0.536747	0.5462907	0.4890046	0.4716841	0.4645545	0.4429392	0.4159829	0.3679287	0.3723517	0.3348485	0.311896	0.3309421	0.3110577	0.3178147	0.2779994	0.2248123	0.172738	0.1179444	0.0805574	0.0683256	0.0780117	0.0491884	0.0400968	0.0214592	0.0122526	0.0085772	0.0036603	0.0045429	0.0044469	0.0060181	0.0034014	
blackbird sp.	5.187E-4	0.0	0.0022262	0.0	0.0	0.0017452	0.00267	0.0029636	0.0034509	0.0063673	0.004415	0.0069762	0.0067856	0.0044593	0.0024414	0.0021476	0.0012164	0.0012048	0.0013997	0.0015432	0.0014903	0.0	0.0020525	0.0010703	8.909E-4	0.0	5.051E-4	9.997E-4	0.0014347	9.615E-4	0.0023753	0.0027616	0.0019755	3.917E-4	0.0033698	0.0020394	0.0042176	0.0034518	0.0024594	0.0038023	0.0023844	0.001885	0.0020182	0.0010981	5.679E-4	5.559E-4	0.0	5.669E-4	
Ovenbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012207	0.0065961	0.0714612	0.1012048	0.0827834	0.0420525	0.0357675	0.0324752	0.0357143	0.023903	0.0227171	0.0211864	0.0050505	0.0019993	0.0038259	0.0048077	0.0066508	0.0107395	0.0217305	0.0344693	0.0303286	0.0193746	0.0097005	0.0044874	4.919E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Worm-eating Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.67E-4	0.003497	0.0054217	0.0019996	1.929E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.951E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Louisiana Waterthrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.026E-4	0.0053512	0.0048828	0.0075165	0.0065379	0.0076807	0.0067986	0.0123457	0.0163934	0.0126733	0.0119048	0.0071352	0.0053452	0.0021186	0.0015152	0.002999	0.0028694	9.615E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Waterthrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.766E-4	0.025464	0.040444	0.0346386	0.0369926	0.0123457	0.0018629	0.0051485	8.21E-4	0.0024973	4.454E-4	0.0	0.0015152	0.0013329	0.0033477	0.0057692	0.0090261	0.0085916	0.0110628	0.0109675	0.0096883	0.0040789	8.435E-4	3.452E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Louisiana/Northern Waterthrush	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	1.52E-4	1.506E-4	3.999E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.565E-4	4.808E-4	0.0	3.068E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden-winged Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012272	0.0051695	0.0087349	0.0031994	0.0015432	0.0	0.0015	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	9.501E-4	9.205E-4	0.0011853	0.0019585	0.0	3.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032214	0.0311692	0.0251506	0.0317936	0.0335648	0.0253353	0.0229703	0.0188834	0.0114163	0.0071269	0.0063559	0.0045455	0.0023326	0.0057389	0.0091346	0.0109264	0.0061369	0.0090873	0.0097924	0.0037911	3.399E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brewster's Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.602E-4	1.506E-4	2.0E-4	0.0	0.0	0.0015	0.0	3.568E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lawrence's Warbler (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.082E-4	3.012E-4	7.998E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden-winged/Blue-winged Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.506E-4	5.999E-4	0.0	0.0	3.96E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-and-white Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012207	0.0538426	0.1975065	0.1789157	0.0917816	0.0108025	0.0029806	7.921E-4	0.0012315	0.0	4.454E-4	0.0015	5.051E-4	0.0013329	0.0014347	0.0067308	0.0308789	0.0355937	0.0454366	0.0748139	0.0438079	0.0329708	0.00717	0.0034518	9.838E-4	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Prothonotary Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.602E-4	9.123E-4	0.0033133	2.0E-4	3.858E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Swainson's Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tennessee Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013806	0.0215904	0.0841867	0.1657668	0.0648148	0.002608	3.96E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.782E-4	0.0043269	0.0147268	0.0279227	0.0584749	0.101841	0.0985678	0.0866757	0.0472375	0.0220918	0.0049188	0.0027653	0.0	0.0015	0.0	3.66E-4	0.0	5.559E-4	0.0	0.0	
Orange-crowned Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.441E-4	1.534E-4	0.0060818	0.0114458	0.0081984	9.645E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.951E-4	0.003917	0.0092671	0.0183549	0.0194011	0.0155333	0.0137727	0.003111	4.769E-4	0.0	5.045E-4	0.0	0.0	0.0	0.0	0.0	
Nashville Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.324E-4	0.0466329	0.1927931	0.1855422	0.0893821	0.0096451	0.0014903	7.921E-4	4.105E-4	0.0015	0.0	0.0	0.0	0.0	4.782E-4	0.0024038	0.008076	0.0288432	0.0802055	0.1214258	0.1310025	0.1247451	0.0687474	0.0369348	0.0167241	0.0034566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Connecticut Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0E-4	3.858E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023502	0.0037911	3.399E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mourning Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.041E-4	0.0060241	0.0161968	0.0146605	0.0048435	0.0023762	0.0036946	0.0021406	8.909E-4	5.297E-4	0.0	3.332E-4	0.0023912	9.615E-4	0.0023753	0.0021479	0.0035559	0.0066588	0.0088458	0.0027192	8.435E-4	6.904E-4	0.0	0.0	9.537E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Kentucky Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.534E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Yellowthroat	0.0	4.307E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.689E-4	0.0014648	0.0176407	0.1023263	0.214759	0.2761448	0.2608025	0.2350969	0.219802	0.2286535	0.2226186	0.2285078	0.2351695	0.1964646	0.1602799	0.097561	0.0548077	0.039905	0.0576864	0.0928487	0.1092832	0.1352148	0.0955133	0.0586251	0.0217466	0.008362	0.0017283	4.769E-4	0.0015	0.0	7.321E-4	0.0	5.559E-4	5.015E-4	0.0	
Hooded Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001709	0.0021476	0.0098829	0.0335843	0.0463907	0.0424383	0.0447094	0.0479208	0.0455665	0.0349625	0.0280624	0.0275424	0.0217172	0.0143286	0.0109995	0.0076923	0.0057007	0.0064437	0.007902	0.0141011	0.0101095	0.0074779	0.0012653	3.452E-4	0.0	3.457E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Redstart	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029146	0.057321	0.1677711	0.2503499	0.1751543	0.1065574	0.0946535	0.0837438	0.0713521	0.0521158	0.0418432	0.0222222	0.0203266	0.0277379	0.0317308	0.0494062	0.0951212	0.1434216	0.181747	0.1343724	0.0805574	0.0303669	0.0079392	0.0024594	0.001037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cape May Warbler	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113514	0.0696366	0.1134036	0.075185	0.0084877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.332E-4	0.0015	0.0057692	0.0327791	0.048788	0.0742789	0.0904818	0.0804549	0.0520054	0.0168705	0.0044874	0.0024594	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
